time,vehicle_id,x,y,speed,angle
0.0,1,304.8,5.1,0.0,0.0
0.1,1,304.8,5.13,0.26,0.0
0.2,1,304.8,5.17,0.49,0.0
0.3,1,304.8,5.25,0.74,0.0
0.4,1,304.8,5.35,0.96,0.0
0.5,1,304.8,5.47,1.21,0.0
0.6,1,304.8,5.61,1.46,0.0
0.7,1,304.8,5.78,1.66,0.0
0.8,1,304.8,5.96,1.85,0.0
0.9,1,304.8,6.17,2.08,0.0
1.0,1,304.8,6.4,2.25,0.0
1.1,1,304.8,6.64,2.43,0.0
1.2,1,304.8,6.9,2.63,0.0
1.3,1,304.8,7.18,2.82,0.0
1.4,1,304.8,7.48,2.98,0.0
1.5,1,304.8,7.8,3.18,0.0
1.6,1,304.8,8.13,3.32,0.0
1.7,1,304.8,8.48,3.46,0.0
1.8,1,304.8,8.84,3.63,0.0
1.9,1,304.8,9.22,3.82,0.0
2.0,1,304.8,9.63,4.05,0.0
2.1,1,304.8,10.05,4.28,0.0
2.2,1,304.8,10.5,4.42,0.0
2.3,1,304.8,10.95,4.57,0.0
2.4,1,304.8,11.43,4.78,0.0
2.5,1,304.8,11.92,4.93,0.0
2.6,1,304.8,12.44,5.12,0.0
2.7,1,304.8,12.96,5.28,0.0
2.8,1,304.8,13.51,5.45,0.0
2.9,1,304.8,14.07,5.61,0.0
3.0,1,304.8,14.65,5.84,0.0
3.1,1,304.8,15.26,6.1,0.0
3.2,1,304.8,15.9,6.32,0.0
3.3,1,304.8,16.55,6.54,0.0
3.4,1,304.8,17.23,6.8,0.0
3.5,1,304.8,17.93,7.03,0.0
3.6,1,304.8,18.66,7.26,0.0
3.7,1,304.8,19.41,7.47,0.0
3.8,1,304.8,20.17,7.63,0.0
3.9,1,304.8,20.95,7.78,0.0
4.0,1,304.8,21.74,7.94,0.0
4.1,1,304.8,22.56,8.17,0.0
4.2,1,304.8,23.4,8.4,0.0
4.3,1,304.8,24.26,8.57,0.0
4.4,1,304.8,25.14,8.8,0.0
4.5,1,304.8,26.03,8.95,0.0
4.6,1,304.8,26.94,9.09,0.0
4.7,1,304.8,27.87,9.31,0.0
4.8,1,304.8,28.82,9.48,0.0
4.9,1,304.8,29.79,9.67,0.0
5.0,1,304.8,30.77,9.86,0.0
5.0,2,295.2,594.9,0.0,180.0
5.1,1,304.8,31.78,10.05,0.0
5.1,2,295.2,594.87,0.26,180.0
5.2,1,304.8,32.8,10.21,0.0
5.2,2,295.2,594.82,0.5,180.0
5.3,1,304.8,33.84,10.45,0.0
5.3,2,295.2,594.75,0.73,180.0
5.4,1,304.8,34.91,10.63,0.0
5.4,2,295.2,594.66,0.96,180.0
5.5,1,304.8,35.98,10.79,0.0
5.5,2,295.2,594.54,1.17,180.0
5.6,1,304.8,37.09,11.04,0.0
5.6,2,295.2,594.4,1.39,180.0
5.7,1,304.8,38.21,11.22,0.0
5.7,2,295.2,594.24,1.58,180.0
5.8,1,304.8,39.35,11.35,0.0
5.8,2,295.2,594.06,1.81,180.0
5.9,1,304.8,40.51,11.61,0.0
5.9,2,295.2,593.86,1.97,180.0
6.0,1,304.8,41.69,11.81,0.0
6.0,2,295.2,593.65,2.15,180.0
6.1,1,304.8,42.89,12.03,0.0
6.1,2,295.2,593.41,2.36,180.0
6.2,1,304.8,44.12,12.25,0.0
6.2,2,295.2,593.16,2.49,180.0
6.3,1,304.8,45.36,12.42,0.0
6.3,2,295.2,592.9,2.64,180.0
6.4,1,304.8,46.62,12.64,0.0
6.4,2,295.2,592.62,2.83,180.0
6.5,1,304.8,47.91,12.87,0.0
6.5,2,295.2,592.31,3.05,180.0
6.6,1,304.8,49.21,13.02,0.0
6.6,2,295.2,591.99,3.22,180.0
6.7,1,304.8,50.53,13.15,0.0
6.7,2,295.2,591.64,3.47,180.0
6.8,1,304.8,51.83,13.08,0.0
6.8,2,295.2,591.28,3.65,180.0
6.9,1,304.8,53.15,13.11,0.0
6.9,2,295.2,590.89,3.85,180.0
7.0,1,304.8,54.46,13.17,0.0
7.0,2,295.2,590.49,4.05,180.0
7.1,1,304.8,55.78,13.13,0.0
7.1,2,295.2,590.06,4.23,180.0
7.2,1,304.8,57.09,13.11,0.0
7.2,2,295.2,589.63,4.37,180.0
7.3,1,304.8,58.39,13.04,0.0
7.3,2,295.2,589.18,4.51,180.0
7.4,1,304.8,59.7,13.08,0.0
7.4,2,295.2,588.71,4.66,180.0
7.5,1,304.8,61.0,13.06,0.0
7.5,2,295.2,588.23,4.83,180.0
7.6,1,304.8,62.32,13.11,0.0
7.6,2,295.2,587.73,5.0,180.0
7.7,1,304.8,63.62,13.07,0.0
7.7,2,295.2,587.2,5.23,180.0
7.8,1,304.8,64.93,13.06,0.0
7.8,2,295.2,586.66,5.43,180.0
7.9,1,304.8,66.24,13.14,0.0
7.9,2,295.2,586.1,5.62,180.0
8.0,1,304.8,67.55,13.11,0.0
8.0,2,295.2,585.52,5.77,180.0
8.1,1,304.8,68.86,13.1,0.0
8.1,2,295.2,584.93,5.94,180.0
8.2,1,304.8,70.17,13.05,0.0
8.2,2,295.2,584.32,6.09,180.0
8.3,1,304.8,71.48,13.08,0.0
8.3,2,295.2,583.69,6.31,180.0
8.4,1,304.8,72.79,13.16,0.0
8.4,2,295.2,583.04,6.51,180.0
8.5,1,304.8,74.1,13.05,0.0
8.5,2,295.2,582.37,6.66,180.0
8.6,1,304.8,75.41,13.15,0.0
8.6,2,295.2,581.69,6.8,180.0
8.7,1,304.8,76.72,13.11,0.0
8.7,2,295.2,581.0,6.95,180.0
8.8,1,304.8,78.04,13.13,0.0
8.8,2,295.2,580.29,7.12,180.0
8.9,1,304.8,79.34,13.06,0.0
8.9,2,295.2,579.55,7.31,180.0
9.0,1,304.8,80.66,13.16,0.0
9.0,2,295.2,578.8,7.54,180.0
9.1,1,304.8,81.97,13.13,0.0
9.1,2,295.2,578.02,7.77,180.0
9.2,1,304.8,83.29,13.14,0.0
9.2,2,295.2,577.23,7.94,180.0
9.3,1,304.8,84.6,13.14,0.0
9.3,2,295.2,576.42,8.08,180.0
9.4,1,304.8,85.9,13.05,0.0
9.4,2,295.2,575.59,8.28,180.0
9.5,1,304.8,87.22,13.11,0.0
9.5,2,295.2,574.75,8.49,180.0
9.6,1,304.8,88.53,13.13,0.0
9.6,2,295.2,573.88,8.63,180.0
9.7,1,304.8,89.84,13.07,0.0
9.7,2,295.2,573.0,8.87,180.0
9.8,1,304.8,91.14,13.08,0.0
9.8,2,295.2,572.08,9.12,180.0
9.9,1,304.8,92.45,13.07,0.0
9.9,2,295.2,571.15,9.34,180.0
10.0,1,304.8,93.76,13.13,0.0
10.0,2,295.2,570.2,9.49,180.0
10.0,3,304.8,5.1,0.0,0.0
10.1,1,304.8,95.07,13.09,0.0
10.1,2,295.2,569.23,9.7,180.0
10.1,3,304.8,5.12,0.25,0.0
10.2,1,304.8,96.39,13.13,0.0
10.2,2,295.2,568.25,9.85,180.0
10.2,3,304.8,5.17,0.5,0.0
10.3,1,304.8,97.69,13.06,0.0
10.3,2,295.2,567.25,9.99,180.0
10.3,3,304.8,5.25,0.72,0.0
10.4,1,304.8,99.01,13.16,0.0
10.4,2,295.2,566.23,10.13,180.0
10.4,3,304.8,5.34,0.95,0.0
10.5,1,304.8,100.32,13.13,0.0
10.5,2,295.2,565.19,10.39,180.0
10.5,3,304.8,5.46,1.16,0.0
10.6,1,304.8,101.63,13.09,0.0
10.6,2,295.2,564.14,10.53,180.0
10.6,3,304.8,5.6,1.38,0.0
10.7,1,304.8,102.94,13.14,0.0
10.7,2,295.2,563.06,10.77,180.0
10.7,3,304.8,5.76,1.61,0.0
10.8,1,304.8,104.26,13.14,0.0
10.8,2,295.2,561.97,10.94,180.0
10.8,3,304.8,5.94,1.8,0.0
10.9,1,304.8,105.57,13.09,0.0
10.9,2,295.2,560.86,11.1,180.0
10.9,3,304.8,6.13,1.98,0.0
11.0,1,304.8,106.87,13.04,0.0
11.0,2,295.2,559.73,11.28,180.0
11.0,3,304.8,6.35,2.15,0.0
11.1,1,304.8,108.19,13.16,0.0
11.1,2,295.2,558.59,11.47,180.0
11.1,3,304.8,6.58,2.35,0.0
11.2,1,304.8,109.5,13.15,0.0
11.2,2,298.4,557.42,11.61,180.0
11.2,3,304.8,6.84,2.53,0.0
11.3,1,304.8,110.81,13.06,0.0
11.3,2,298.4,556.24,11.81,180.0
11.3,3,304.8,7.11,2.77,0.0
11.4,1,304.8,112.12,13.16,0.0
11.4,2,298.4,555.04,12.01,180.0
11.4,3,304.8,7.41,2.95,0.0
11.5,1,304.8,113.43,13.09,0.0
11.5,2,298.4,553.82,12.21,180.0
11.5,3,304.8,7.72,3.14,0.0
11.6,1,304.8,114.75,13.13,0.0
11.6,2,298.4,552.58,12.41,180.0
11.6,3,304.8,8.05,3.27,0.0
11.7,1,304.8,116.06,13.12,0.0
11.7,2,298.4,551.32,12.61,180.0
11.7,3,304.8,8.4,3.51,0.0
11.8,1,304.8,117.36,13.06,0.0
11.8,2,298.4,550.04,12.76,180.0
11.8,3,304.8,8.77,3.74,0.0
11.9,1,304.8,118.67,13.07,0.0
11.9,2,298.4,548.74,13.0,180.0
11.9,3,304.8,9.17,3.94,0.0
12.0,1,304.8,119.98,13.11,0.0
12.0,2,298.4,547.42,13.21,180.0
12.0,3,304.8,9.59,4.18,0.0
12.1,1,304.8,121.29,13.04,0.0
12.1,2,298.4,546.08,13.36,180.0
12.1,3,304.8,10.02,4.32,0.0
12.2,1,304.8,122.6,13.14,0.0
12.2,2,298.4,544.73,13.51,180.0
12.2,3,304.8,10.47,4.53,0.0
12.3,1,304.8,123.91,13.06,0.0
12.3,2,298.4,543.36,13.72,180.0
12.3,3,304.8,10.94,4.68,0.0
12.4,1,304.8,125.22,13.15,0.0
12.4,2,298.4,541.97,13.96,180.0
12.4,3,304.8,11.42,4.85,0.0
12.5,1,304.8,126.54,13.15,0.0
12.5,2,298.4,540.55,14.12,180.0
12.5,3,304.8,11.92,5.01,0.0
12.6,1,304.8,127.85,13.13,0.0
12.6,2,298.4,539.12,14.3,180.0
12.6,3,304.8,12.45,5.25,0.0
12.7,1,304.8,129.16,13.07,0.0
12.7,2,298.4,537.68,14.45,180.0
12.7,3,304.8,12.99,5.4,0.0
12.8,1,304.8,130.47,13.13,0.0
12.8,2,298.4,536.21,14.71,180.0
12.8,3,304.8,13.55,5.61,0.0
12.9,1,304.8,131.78,13.14,0.0
12.9,2,298.4,534.72,14.89,180.0
12.9,3,304.8,14.13,5.75,0.0
13.0,1,304.8,133.09,13.12,0.0
13.0,2,298.4,533.23,14.89,180.0
13.0,3,304.8,14.72,5.9,0.0
13.1,1,304.8,134.41,13.15,0.0
13.1,2,298.4,531.74,14.86,180.0
13.1,3,304.8,15.32,6.04,0.0
13.2,1,304.8,135.72,13.12,0.0
13.2,2,298.4,530.26,14.88,180.0
13.2,3,304.8,15.95,6.3,0.0
13.3,1,304.8,137.04,13.15,0.0
13.3,2,298.4,528.78,14.8,180.0
13.3,3,304.8,16.6,6.5,0.0
13.4,1,304.8,138.35,13.16,0.0
13.4,2,298.4,527.3,14.76,180.0
13.4,3,304.8,17.27,6.7,0.0
13.5,1,304.8,139.66,13.1,0.0
13.5,2,298.4,525.82,14.78,180.0
13.5,3,304.8,17.96,6.84,0.0
13.6,1,304.8,140.98,13.12,0.0
13.6,2,298.4,524.34,14.86,180.0
13.6,3,304.8,18.66,7.06,0.0
13.7,1,304.8,142.28,13.08,0.0
13.7,2,298.4,522.86,14.79,180.0
13.7,3,304.8,19.38,7.22,0.0
13.8,1,304.8,143.6,13.12,0.0
13.8,2,298.4,521.38,14.77,180.0
13.8,3,304.8,20.13,7.43,0.0
13.9,1,304.8,144.91,13.15,0.0
13.9,2,298.4,519.9,14.83,180.0
13.9,3,304.8,20.89,7.64,0.0
14.0,1,304.8,146.22,13.12,0.0
14.0,2,298.4,518.41,14.83,180.0
14.0,3,304.8,21.67,7.83,0.0
14.1,1,304.8,147.53,13.08,0.0
14.1,2,298.4,516.93,14.82,180.0
14.1,3,304.8,22.48,8.04,0.0
14.2,1,304.8,148.84,13.11,0.0
14.2,2,298.4,515.45,14.76,180.0
14.2,3,304.8,23.29,8.17,0.0
14.3,1,304.8,150.15,13.06,0.0
14.3,2,298.4,513.97,14.82,180.0
14.3,3,304.8,24.13,8.31,0.0
14.4,1,304.8,151.46,13.13,0.0
14.4,2,298.4,512.48,14.89,180.0
14.4,3,304.8,24.98,8.54,0.0
14.5,1,304.8,152.77,13.09,0.0
14.5,2,298.4,511.0,14.85,180.0
14.5,3,304.8,25.86,8.76,0.0
14.6,1,304.8,154.08,13.1,0.0
14.6,2,298.4,509.52,14.78,180.0
14.6,3,304.8,26.75,8.93,0.0
14.7,1,304.8,155.38,13.04,0.0
14.7,2,298.4,508.03,14.87,180.0
14.7,3,304.8,27.67,9.17,0.0
14.8,1,304.8,156.7,13.16,0.0
14.8,2,298.4,506.55,14.86,180.0
14.8,3,304.8,28.61,9.43,0.0
14.9,1,304.8,158.02,13.17,0.0
14.9,2,298.4,505.06,14.85,180.0
14.9,3,304.8,29.57,9.58,0.0
15.0,1,304.8,159.33,13.16,0.0
15.0,2,298.4,503.58,14.81,180.0
15.0,3,304.8,30.54,9.75,0.0
15.0,4,5.1,295.2,0.0,90.0
15.1,1,304.8,160.64,13.05,0.0
15.1,2,298.4,502.1,14.86,180.0
15.1,3,304.8,31.54,9.95,0.0
15.1,4,5.13,295.2,0.25,90.0
15.2,1,304.8,161.95,13.16,0.0
15.2,2,298.4,500.62,14.78,180.0
15.2,3,304.8,32.55,10.11,0.0
15.2,4,5.17,295.2,0.5,90.0
15.3,1,304.8,163.27,13.16,0.0
15.3,2,298.4,499.13,14.87,180.0
15.3,3,304.8,33.57,10.24,0.0
15.3,4,5.25,295.2,0.74,90.0
15.4,1,304.8,164.59,13.16,0.0
15.4,2,298.4,497.66,14.77,180.0
15.4,3,304.8,34.62,10.47,0.0
15.4,4,5.34,295.2,0.95,90.0
15.5,1,304.8,165.9,13.1,0.0
15.5,2,298.4,496.17,14.84,180.0
15.5,3,304.8,35.68,10.61,0.0
15.5,4,5.46,295.2,1.18,90.0
15.6,1,304.8,167.2,13.08,0.0
15.6,2,298.4,494.69,14.82,180.0
15.6,3,304.8,36.77,10.87,0.0
15.6,4,5.6,295.2,1.39,90.0
15.7,1,304.8,168.51,13.07,0.0
15.7,2,298.4,493.21,14.82,180.0
15.7,3,304.8,37.88,11.12,0.0
15.7,4,5.76,295.2,1.58,90.0
15.8,1,304.8,169.82,13.09,0.0
15.8,2,298.4,491.72,14.85,180.0
15.8,3,304.8,39.01,11.33,0.0
15.8,4,5.94,295.2,1.77,90.0
15.9,1,304.8,171.13,13.16,0.0
15.9,2,298.4,490.23,14.89,180.0
15.9,3,304.8,40.17,11.56,0.0
15.9,4,6.13,295.2,1.96,90.0
16.0,1,304.8,172.44,13.08,0.0
16.0,2,298.4,488.74,14.89,180.0
16.0,3,301.6,41.33,11.69,0.0
16.0,4,6.35,295.2,2.2,90.0
16.1,1,304.8,173.75,13.05,0.0
16.1,2,298.4,487.27,14.77,180.0
16.1,3,301.6,42.52,11.86,0.0
16.1,4,6.59,295.2,2.37,90.0
16.2,1,304.8,175.06,13.1,0.0
16.2,2,298.4,485.79,14.78,180.0
16.2,3,301.6,43.72,12.01,0.0
16.2,4,6.85,295.2,2.61,90.0
16.3,1,304.8,176.37,13.09,0.0
16.3,2,298.4,484.31,14.78,180.0
16.3,3,301.6,44.94,12.14,0.0
16.3,4,7.13,295.2,2.78,90.0
16.4,1,304.8,177.67,13.06,0.0
16.4,2,298.4,482.83,14.81,180.0
16.4,3,301.6,46.17,12.37,0.0
16.4,4,7.42,295.2,2.93,90.0
16.5,1,304.8,178.98,13.11,0.0
16.5,2,298.4,481.35,14.79,180.0
16.5,3,301.6,47.42,12.5,0.0
16.5,4,7.74,295.2,3.16,90.0
16.6,1,304.8,180.3,13.17,0.0
16.6,2,298.4,479.86,14.88,180.0
16.6,3,301.6,48.69,12.68,0.0
16.6,4,8.06,295.2,3.29,90.0
16.7,1,304.8,181.61,13.07,0.0
16.7,2,298.4,478.39,14.79,180.0
16.7,3,301.6,49.98,12.93,0.0
16.7,4,8.42,295.2,3.53,90.0
16.8,1,304.8,182.92,13.15,0.0
16.8,2,298.4,476.9,14.81,180.0
16.8,3,301.6,51.3,13.12,0.0
16.8,4,8.79,295.2,3.77,90.0
16.9,1,304.8,184.23,13.13,0.0
16.9,2,298.4,475.43,14.77,180.0
16.9,3,301.6,52.63,13.35,0.0
16.9,4,9.19,295.2,3.97,90.0
17.0,1,304.8,185.55,13.11,0.0
17.0,2,298.4,473.95,14.81,180.0
17.0,3,301.6,53.98,13.53,0.0
17.0,4,9.61,295.2,4.15,90.0
17.1,1,304.8,186.85,13.09,0.0
17.1,2,298.4,472.47,14.76,180.0
17.1,3,301.6,55.35,13.67,0.0
17.1,4,10.03,295.2,4.29,90.0
17.2,1,304.8,188.17,13.17,0.0
17.2,2,298.4,470.98,14.87,180.0
17.2,3,301.6,56.73,13.81,0.0
17.2,4,10.49,295.2,4.52,90.0
17.3,1,304.8,189.48,13.06,0.0
17.3,2,298.4,469.5,14.88,180.0
17.3,3,301.6,58.13,14.0,0.0
17.3,4,10.96,295.2,4.78,90.0
17.4,1,304.8,190.79,13.1,0.0
17.4,2,298.4,468.01,14.86,180.0
17.4,3,301.6,59.56,14.25,0.0
17.4,4,11.46,295.2,5.0,90.0
17.5,1,304.8,192.1,13.13,0.0
17.5,2,298.4,466.53,14.82,180.0
17.5,3,301.6,61.0,14.42,0.0
17.5,4,11.99,295.2,5.25,90.0
17.6,1,304.8,193.41,13.15,0.0
17.6,2,298.4,465.05,14.77,180.0
17.6,3,301.6,62.46,14.59,0.0
17.6,4,12.53,295.2,5.42,90.0
17.7,1,304.8,194.72,13.05,0.0
17.7,2,298.4,463.57,14.79,180.0
17.7,3,301.6,63.93,14.73,0.0
17.7,4,13.09,295.2,5.57,90.0
17.8,1,304.8,196.03,13.13,0.0
17.8,2,298.4,462.09,14.78,180.0
17.8,3,301.6,65.42,14.93,0.0
17.8,4,13.67,295.2,5.79,90.0
17.9,1,304.8,197.34,13.09,0.0
17.9,2,298.4,460.61,14.85,180.0
17.9,3,301.6,66.93,15.11,0.0
17.9,4,14.27,295.2,5.99,90.0
18.0,1,304.8,198.66,13.15,0.0
18.0,2,298.4,459.12,14.86,180.0
18.0,3,301.6,68.47,15.33,0.0
18.0,4,14.89,295.2,6.23,90.0
18.1,1,304.8,199.97,13.16,0.0
18.1,2,298.4,457.64,14.8,180.0
18.1,3,301.6,70.02,15.51,0.0
18.1,4,15.53,295.2,6.37,90.0
18.2,1,304.8,201.28,13.07,0.0
18.2,2,298.4,456.16,14.77,180.0
18.2,3,301.6,71.59,15.74,0.0
18.2,4,16.18,295.2,6.5,90.0
18.3,1,304.8,202.6,13.17,0.0
18.3,2,298.4,454.68,14.87,180.0
18.3,3,301.6,73.19,15.96,0.0
18.3,4,16.85,295.2,6.72,90.0
18.4,1,304.8,203.91,13.16,0.0
18.4,2,298.4,453.2,14.8,180.0
18.4,3,301.6,74.79,16.07,0.0
18.4,4,17.55,295.2,6.98,90.0
18.5,1,304.8,205.22,13.07,0.0
18.5,2,298.4,451.72,14.78,180.0
18.5,3,301.6,76.41,16.11,0.0
18.5,4,18.27,295.2,7.19,90.0
18.6,1,304.8,206.54,13.15,0.0
18.6,2,298.4,450.24,14.81,180.0
18.6,3,301.6,78.02,16.12,0.0
18.6,4,19.01,295.2,7.43,90.0
18.7,1,304.8,207.85,13.11,0.0
18.7,2,298.4,448.75,14.83,180.0
18.7,3,301.6,79.63,16.09,0.0
18.7,4,19.77,295.2,7.62,90.0
18.8,1,304.8,209.15,13.06,0.0
18.8,2,298.4,447.27,14.88,180.0
18.8,3,301.6,81.24,16.11,0.0
18.8,4,20.55,295.2,7.8,90.0
18.9,1,304.8,210.46,13.09,0.0
18.9,2,298.4,445.78,14.81,180.0
18.9,3,301.6,82.85,16.09,0.0
18.9,4,21.36,295.2,8.05,90.0
19.0,1,304.8,211.77,13.07,0.0
19.0,2,298.4,444.3,14.85,180.0
19.0,3,301.6,84.46,16.11,0.0
19.0,4,22.19,295.2,8.3,90.0
19.1,1,304.8,213.07,13.06,0.0
19.1,2,298.4,442.81,14.86,180.0
19.1,3,301.6,86.06,16.04,0.0
19.1,4,23.03,295.2,8.46,90.0
19.2,1,304.8,214.39,13.17,0.0
19.2,2,298.4,441.33,14.84,180.0
19.2,3,301.6,87.67,16.06,0.0
19.2,4,23.9,295.2,8.62,90.0
19.3,1,304.8,215.71,13.16,0.0
19.3,2,298.4,439.85,14.8,180.0
19.3,3,301.6,89.28,16.1,0.0
19.3,4,24.78,295.2,8.84,90.0
19.4,1,304.8,217.02,13.11,0.0
19.4,2,298.4,438.37,14.78,180.0
19.4,3,301.6,90.88,16.04,0.0
19.4,4,25.68,295.2,9.0,90.0
19.5,1,304.8,218.33,13.12,0.0
19.5,2,298.4,436.89,14.84,180.0
19.5,3,301.6,92.49,16.1,0.0
19.5,4,26.6,295.2,9.18,90.0
19.6,1,304.8,219.64,13.1,0.0
19.6,2,298.4,435.41,14.79,180.0
19.6,3,301.6,94.1,16.1,0.0
19.6,4,27.54,295.2,9.42,90.0
19.7,1,304.8,220.96,13.17,0.0
19.7,2,298.4,433.92,14.86,180.0
19.7,3,301.6,95.7,16.01,0.0
19.7,4,28.51,295.2,9.67,90.0
19.8,1,304.8,222.26,13.07,0.0
19.8,2,298.4,432.44,14.82,180.0
19.8,3,301.6,97.31,16.11,0.0
19.8,4,29.5,295.2,9.89,90.0
19.9,1,304.8,223.57,13.05,0.0
19.9,2,298.4,430.95,14.87,180.0
19.9,3,301.6,98.93,16.13,0.0
19.9,4,30.51,295.2,10.13,90.0
20.0,1,304.8,224.88,13.12,0.0
20.0,2,298.4,429.46,14.88,180.0
20.0,3,301.6,100.53,16.06,0.0
20.0,4,31.54,295.2,10.35,90.0
20.0,5,295.2,594.9,0.0,180.0
20.1,1,304.8,226.19,13.08,0.0
20.1,2,298.4,427.98,14.83,180.0
20.1,3,301.6,102.14,16.08,0.0
20.1,4,32.6,295.2,10.55,90.0
20.1,5,295.2,594.87,0.25,180.0
20.2,1,304.8,227.5,13.14,0.0
20.2,2,298.4,426.5,14.81,180.0
20.2,3,301.6,103.75,16.05,0.0
20.2,4,33.68,295.2,10.77,90.0
20.2,5,295.2,594.82,0.5,180.0
20.3,1,304.8,228.81,13.09,0.0
20.3,2,298.4,425.02,14.77,180.0
20.3,3,301.6,105.35,16.09,0.0
20.3,4,34.78,295.2,11.0,90.0
20.3,5,295.2,594.75,0.72,180.0
20.4,1,304.8,230.12,13.11,0.0
20.4,2,298.4,423.54,14.81,180.0
20.4,3,301.6,106.97,16.11,0.0
20.4,4,35.89,295.2,11.15,90.0
20.4,5,295.2,594.66,0.95,180.0
20.5,1,304.8,231.43,13.07,0.0
20.5,2,298.4,422.06,14.79,180.0
20.5,3,301.6,108.58,16.13,0.0
20.5,4,37.02,295.2,11.28,90.0
20.5,5,295.2,594.54,1.18,180.0
20.6,1,304.8,232.74,13.09,0.0
20.6,2,298.4,420.58,14.83,180.0
20.6,3,301.6,110.19,16.09,0.0
20.6,4,38.17,295.2,11.46,90.0
20.6,5,295.2,594.4,1.4,180.0
20.7,1,304.8,234.05,13.14,0.0
20.7,2,298.4,419.1,14.85,180.0
20.7,3,301.6,111.8,16.11,0.0
20.7,4,39.33,295.2,11.6,90.0
20.7,5,295.2,594.23,1.66,180.0
20.8,1,304.8,235.36,13.1,0.0
20.8,2,298.4,417.62,14.77,180.0
20.8,3,301.6,113.4,16.03,0.0
20.8,4,40.51,295.2,11.81,90.0
20.8,5,295.2,594.04,1.91,180.0
20.9,1,304.8,236.68,13.12,0.0
20.9,2,298.4,416.13,14.89,180.0
20.9,3,301.6,115.0,16.02,0.0
20.9,4,41.7,295.2,11.96,90.0
20.9,5,295.2,593.83,2.16,180.0
21.0,1,304.8,237.98,13.08,0.0
21.0,2,298.4,414.64,14.85,180.0
21.0,3,301.6,116.61,16.12,0.0
21.0,4,42.92,295.2,12.17,90.0
21.0,5,295.2,593.59,2.36,180.0
21.1,1,304.8,239.3,13.13,0.0
21.1,2,298.4,413.16,14.8,180.0
21.1,3,301.6,118.23,16.14,0.0
21.1,4,44.14,295.2,12.24,90.0
21.1,5,295.2,593.33,2.6,180.0
21.2,1,304.8,240.61,13.11,0.0
21.2,2,298.4,411.68,14.82,180.0
21.2,3,301.6,119.84,16.1,0.0
21.2,4,45.36,295.2,12.16,90.0
21.2,5,295.2,593.05,2.83,180.0
21.3,1,304.8,241.91,13.06,0.0
21.3,2,298.4,410.2,14.81,180.0
21.3,3,301.6,121.45,16.11,0.0
21.3,4,46.57,295.2,12.14,90.0
21.3,5,295.2,592.75,2.96,180.0
21.4,1,304.8,243.22,13.06,0.0
21.4,2,298.4,408.72,14.81,180.0
21.4,3,301.6,123.05,16.04,0.0
21.4,4,47.79,295.2,12.16,90.0
21.4,5,295.2,592.44,3.12,180.0
21.5,1,304.8,244.54,13.16,0.0
21.5,2,298.4,407.24,14.84,180.0
21.5,3,301.6,124.65,16.01,0.0
21.5,4,49.0,295.2,12.12,90.0
21.5,5,295.2,592.11,3.3,180.0
21.6,1,304.8,245.85,13.13,0.0
21.6,2,298.4,405.76,14.79,180.0
21.6,3,301.6,126.27,16.11,0.0
21.6,4,50.21,295.2,12.11,90.0
21.6,5,295.2,591.75,3.55,180.0
21.7,1,304.8,247.15,13.05,0.0
21.7,2,298.4,404.27,14.89,180.0
21.7,3,301.6,127.87,16.09,0.0
21.7,4,51.43,295.2,12.15,90.0
21.7,5,295.2,591.37,3.8,180.0
21.8,1,304.8,248.47,13.14,0.0
21.8,2,298.4,402.78,14.86,180.0
21.8,3,301.6,129.48,16.07,0.0
21.8,4,52.65,295.2,12.2,90.0
21.8,5,295.2,590.98,3.96,180.0
21.9,1,304.8,249.78,13.1,0.0
21.9,2,298.4,401.3,14.82,180.0
21.9,3,301.6,131.09,16.09,0.0
21.9,4,53.87,295.2,12.21,90.0
21.9,5,295.2,590.56,4.22,180.0
22.0,1,304.8,251.09,13.14,0.0
22.0,2,298.4,399.82,14.77,180.0
22.0,3,301.6,132.7,16.08,0.0
22.0,4,55.08,295.2,12.15,90.0
22.0,5,295.2,590.11,4.44,180.0
22.1,1,304.8,252.41,13.15,0.0
22.1,2,298.4,398.34,14.86,180.0
22.1,3,301.6,134.3,16.05,0.0
22.1,4,56.3,295.2,12.19,90.0
22.1,5,295.2,589.65,4.67,180.0
22.2,1,304.8,253.72,13.08,0.0
22.2,2,298.4,396.86,14.8,180.0
22.2,3,301.6,135.92,16.14,0.0
22.2,4,57.52,295.2,12.2,90.0
22.2,5,295.2,589.16,4.82,180.0
22.3,1,304.8,255.02,13.08,0.0
22.3,2,298.4,395.38,14.78,180.0
22.3,3,301.6,137.53,16.13,0.0
22.3,4,58.73,295.2,12.11,90.0
22.3,5,295.2,588.66,5.03,180.0
22.4,1,304.8,256.34,13.15,0.0
22.4,2,298.4,393.89,14.89,180.0
22.4,3,301.6,139.14,16.11,0.0
22.4,4,59.96,295.2,12.23,90.0
22.4,5,295.2,588.14,5.2,180.0
22.5,1,304.8,257.65,13.15,0.0
22.5,2,298.4,392.41,14.79,180.0
22.5,3,301.6,140.75,16.11,0.0
22.5,4,61.18,295.2,12.2,90.0
22.5,5,295.2,587.6,5.42,180.0
22.6,1,304.8,258.96,13.11,0.0
22.6,2,298.4,390.93,14.84,180.0
22.6,3,301.6,142.36,16.02,0.0
22.6,4,62.4,295.2,12.22,90.0
22.6,5,295.2,587.04,5.57,180.0
