time,vehicle_id,x,y,speed,angle
44.8,9,29.84,295.2,9.95,90.0
44.9,1,534.75,295.2,13.13,90.0
44.9,2,512.46,298.4,14.83,90.0
44.9,3,132.1,301.6,16.06,270.0
44.9,4,288.6,295.2,0.0,90.0
44.9,5,298.4,317.08,7.38,180.0
44.9,6,351.3,304.8,14.99,270.0
44.9,7,301.6,167.88,14.21,0.0
44.9,8,500.89,304.8,15.64,270.0
44.9,9,30.85,295.2,10.09,90.0
45.0,1,536.06,295.2,13.16,90.0
45.0,2,513.94,298.4,14.81,90.0
45.0,3,130.49,301.6,16.09,270.0
45.0,4,288.62,295.2,0.25,90.0
45.0,5,298.4,316.39,6.93,180.0
45.0,6,349.79,304.8,15.07,270.0
45.0,7,301.6,169.3,14.19,0.0
45.0,8,499.33,304.8,15.61,270.0
45.0,9,31.87,295.2,10.26,90.0
45.0,10,295.2,594.9,0.0,180.0
45.1,1,537.38,295.2,13.16,90.0
45.1,2,515.43,298.4,14.84,90.0
45.1,3,128.88,301.6,16.1,270.0
45.1,4,288.67,295.2,0.5,90.0
45.1,5,298.4,315.74,6.48,180.0
45.1,6,348.29,304.8,14.99,270.0
45.1,7,301.6,170.72,14.24,0.0
45.1,8,497.77,304.8,15.6,270.0
45.1,9,32.92,295.2,10.51,90.0
45.1,10,295.2,594.87,0.25,180.0
45.2,1,538.69,295.2,13.14,90.0
45.2,2,516.91,298.4,14.85,90.0
45.2,3,127.27,301.6,16.07,270.0
45.2,4,288.75,295.2,0.74,90.0
45.2,5,298.4,315.14,6.03,180.0
45.2,6,346.79,304.8,15.05,270.0
45.2,7,301.6,172.15,14.3,0.0
45.2,8,496.2,304.8,15.7,270.0
45.2,9,33.99,295.2,10.71,90.0
45.2,10,295.2,594.83,0.49,180.0
45.3,1,540.0,295.2,13.08,90.0
45.3,2,518.39,298.4,14.8,90.0
45.3,3,125.66,301.6,16.04,270.0
45.3,4,288.85,295.2,0.99,90.0
45.3,5,298.4,314.58,5.58,180.0
45.3,6,345.29,304.8,14.98,270.0
45.3,7,301.6,173.58,14.27,0.0
45.3,8,494.64,304.8,15.6,270.0
45.3,9,35.08,295.2,10.9,90.0
45.3,10,295.2,594.75,0.73,180.0
45.4,1,541.31,295.2,13.15,90.0
45.4,2,519.87,298.4,14.82,90.0
45.4,3,124.05,301.6,16.13,270.0
45.4,4,288.97,295.2,1.24,90.0
45.4,5,298.4,314.07,5.13,180.0
45.4,6,343.79,304.8,14.95,270.0
45.4,7,301.6,175.0,14.2,0.0
45.4,8,493.07,304.8,15.7,270.0
45.4,9,36.19,295.2,11.03,90.0
45.4,10,295.2,594.66,0.95,180.0
45.5,1,542.62,295.2,13.07,90.0
45.5,2,521.36,298.4,14.83,90.0
45.5,3,122.45,301.6,16.05,270.0
45.5,4,289.12,295.2,1.44,90.0
45.5,5,298.4,313.6,4.68,180.0
45.5,6,342.3,304.8,14.96,270.0
45.5,7,301.6,176.42,14.25,0.0
45.5,8,491.5,304.8,15.66,270.0
45.5,9,37.31,295.2,11.25,90.0
45.5,10,295.2,594.54,1.17,180.0
45.6,1,543.93,295.2,13.07,90.0
45.6,2,522.84,298.4,14.88,90.0
45.6,3,120.84,301.6,16.1,270.0
45.6,4,289.29,295.2,1.7,90.0
45.6,5,298.4,313.18,4.23,180.0
45.6,6,340.79,304.8,15.03,270.0
45.6,7,301.6,177.84,14.22,0.0
45.6,8,489.94,304.8,15.61,270.0
45.6,9,38.45,295.2,11.41,90.0
45.6,10,295.2,594.4,1.38,180.0
45.7,1,545.23,295.2,13.08,90.0
45.7,2,524.33,298.4,14.84,90.0
45.7,3,119.23,301.6,16.06,270.0
45.7,4,289.48,295.2,1.9,90.0
45.7,5,298.4,312.8,3.78,180.0
45.7,6,339.3,304.8,14.98,270.0
45.7,7,301.6,179.26,14.2,0.0
45.7,8,488.37,304.8,15.71,270.0
45.7,9,39.62,295.2,11.66,90.0
45.7,10,295.2,594.24,1.6,180.0
45.8,1,546.54,295.2,13.09,90.0
45.8,2,525.81,298.4,14.79,90.0
45.8,3,117.62,301.6,16.07,270.0
45.8,4,289.69,295.2,2.12,90.0
45.8,5,298.4,312.47,3.33,180.0
45.8,6,337.79,304.8,15.03,270.0
45.8,7,301.6,180.69,14.27,0.0
45.8,8,486.8,304.8,15.72,270.0
45.8,9,40.8,295.2,11.84,90.0
45.8,10,295.2,594.07,1.77,180.0
45.9,1,547.85,295.2,13.11,90.0
45.9,2,527.29,298.4,14.83,90.0
45.9,3,116.02,301.6,16.04,270.0
45.9,4,289.92,295.2,2.34,90.0
45.9,5,298.4,312.18,2.88,180.0
45.9,6,336.29,304.8,15.04,270.0
45.9,7,301.6,182.12,14.29,0.0
45.9,8,485.24,304.8,15.59,270.0
45.9,9,42.01,295.2,12.02,90.0
45.9,10,295.2,593.87,1.97,180.0
46.0,1,549.16,295.2,13.1,90.0
46.0,2,528.78,298.4,14.86,90.0
46.0,3,114.41,301.6,16.09,270.0
46.0,4,290.17,295.2,2.49,90.0
46.0,5,298.4,311.94,2.43,180.0
46.0,6,334.78,304.8,15.06,270.0
46.0,7,301.6,183.54,14.18,0.0
46.0,8,483.67,304.8,15.7,270.0
46.0,9,43.22,295.2,12.14,90.0
46.0,10,295.2,593.65,2.15,180.0
46.1,1,550.47,295.2,13.11,90.0
46.1,2,530.26,298.4,14.81,90.0
46.1,3,112.81,301.6,16.06,270.0
46.1,4,290.44,295.2,2.68,90.0
46.1,5,298.4,311.74,1.98,180.0
46.1,6,333.28,304.8,15.02,270.0
46.1,7,301.6,184.96,14.21,0.0
46.1,8,482.1,304.8,15.65,270.0
46.1,9,44.44,295.2,12.21,90.0
46.1,10,295.2,593.41,2.4,180.0
46.2,1,551.79,295.2,13.15,90.0
46.2,2,531.74,298.4,14.82,90.0
46.2,3,111.2,301.6,16.07,270.0
46.2,4,290.73,295.2,2.87,90.0
46.2,5,298.4,311.59,1.53,180.0
46.2,6,331.78,304.8,14.98,270.0
46.2,7,301.6,186.38,14.21,0.0
46.2,8,480.54,304.8,15.61,270.0
46.2,9,45.66,295.2,12.19,90.0
46.2,10,295.2,593.16,2.56,180.0
46.3,1,553.1,295.2,13.05,90.0
46.3,2,533.23,298.4,14.86,90.0
46.3,3,109.59,301.6,16.1,270.0
46.3,4,291.03,295.2,3.05,90.0
46.3,5,298.4,311.48,1.08,180.0
46.3,6,330.28,304.8,15.06,270.0
46.3,7,301.6,187.79,14.18,0.0
46.3,8,478.97,304.8,15.65,270.0
46.3,9,46.88,295.2,12.19,90.0
46.3,10,295.2,592.88,2.76,180.0
46.4,1,554.41,295.2,13.16,90.0
46.4,2,534.71,298.4,14.82,90.0
46.4,3,107.98,301.6,16.12,270.0
46.4,4,291.35,295.2,3.2,90.0
46.4,5,298.4,311.42,0.63,180.0
46.4,6,328.78,304.8,14.98,270.0
46.4,7,301.6,189.22,14.28,0.0
46.4,8,477.41,304.8,15.61,270.0
46.4,9,48.1,295.2,12.24,90.0
46.4,10,295.2,592.59,2.91,180.0
46.5,1,555.73,295.2,13.16,90.0
46.5,2,536.19,298.4,14.77,90.0
46.5,3,106.37,301.6,16.04,270.0
46.5,4,291.69,295.2,3.4,90.0
46.5,5,298.4,311.4,0.19,180.0
46.5,6,327.27,304.8,15.06,270.0
46.5,7,301.6,190.64,14.2,0.0
46.5,8,475.85,304.8,15.62,270.0
46.5,9,49.32,295.2,12.17,90.0
46.5,10,295.2,592.28,3.06,180.0
46.6,1,557.04,295.2,13.16,90.0
46.6,2,537.67,298.4,14.86,90.0
46.6,3,104.76,301.6,16.11,270.0
46.6,4,292.05,295.2,3.62,90.0
46.6,5,298.4,311.4,0.0,180.0
46.6,6,325.77,304.8,15.04,270.0
46.6,7,301.6,192.06,14.18,0.0
46.6,8,474.29,304.8,15.63,270.0
46.6,9,50.53,295.2,12.14,90.0
46.6,10,295.2,591.96,3.27,180.0
46.7,1,558.35,295.2,13.06,90.0
46.7,2,539.16,298.4,14.86,90.0
46.7,3,103.16,301.6,16.02,270.0
46.7,4,292.44,295.2,3.82,90.0
46.7,5,298.4,311.4,0.0,180.0
46.7,6,324.26,304.8,15.05,270.0
46.7,7,301.6,193.48,14.23,0.0
46.7,8,472.72,304.8,15.71,270.0
46.7,9,51.75,295.2,12.16,90.0
46.7,10,295.2,591.61,3.48,180.0
46.8,1,559.66,295.2,13.13,90.0
46.8,2,540.63,298.4,14.77,90.0
46.8,3,101.56,301.6,16.02,270.0
46.8,4,292.84,295.2,4.0,90.0
46.8,5,298.4,311.4,0.0,180.0
46.8,6,322.76,304.8,15.03,270.0
46.8,7,301.6,194.91,14.24,0.0
46.8,8,471.15,304.8,15.62,270.0
46.8,9,52.97,295.2,12.2,90.0
46.8,10,295.2,591.24,3.7,180.0
46.9,1,560.97,295.2,13.12,90.0
46.9,2,542.12,298.4,14.85,90.0
46.9,3,99.95,301.6,16.1,270.0
46.9,4,293.26,295.2,4.22,90.0
46.9,5,298.4,311.4,0.0,180.0
46.9,6,321.26,304.8,14.99,270.0
46.9,7,301.6,196.33,14.23,0.0
46.9,8,469.59,304.8,15.66,270.0
46.9,9,54.19,295.2,12.22,90.0
46.9,10,295.2,590.85,3.87,180.0
47.0,1,562.28,295.2,13.07,90.0
47.0,2,543.6,298.4,14.84,90.0
47.0,3,98.34,301.6,16.05,270.0
47.0,4,293.69,295.2,4.37,90.0
47.0,5,298.4,311.4,0.0,180.0
47.0,6,319.76,304.8,14.99,270.0
47.0,7,301.6,197.76,14.28,0.0
47.0,8,468.02,304.8,15.71,270.0
47.0,9,55.41,295.2,12.22,90.0
47.0,10,295.2,590.45,4.05,180.0
47.1,1,563.59,295.2,13.06,90.0
47.1,2,545.09,298.4,14.86,90.0
47.1,3,96.73,301.6,16.11,270.0
47.1,4,294.15,295.2,4.59,90.0
47.1,5,298.4,311.4,0.0,180.0
47.1,6,318.27,304.8,14.95,270.0
47.1,7,301.6,199.18,14.19,0.0
47.1,8,466.45,304.8,15.72,270.0
47.1,9,56.63,295.2,12.16,90.0
47.1,10,295.2,590.02,4.27,180.0
47.2,1,564.9,295.2,13.15,90.0
47.2,2,546.57,298.4,14.77,90.0
47.2,3,95.13,301.6,16.03,270.0
47.2,4,294.63,295.2,4.75,90.0
47.2,5,298.4,311.4,0.0,180.0
47.2,6,316.77,304.8,14.96,270.0
47.2,7,301.6,200.6,14.2,0.0
47.2,8,464.88,304.8,15.61,270.0
47.2,9,57.85,295.2,12.2,90.0
47.2,10,295.2,589.58,4.42,180.0
47.3,1,566.21,295.2,13.11,90.0
47.3,2,548.05,298.4,14.83,90.0
47.3,3,93.52,301.6,16.1,270.0
47.3,4,295.13,295.2,4.97,90.0
47.3,5,298.4,311.4,0.0,180.0
47.3,6,315.27,304.8,14.98,270.0
47.3,7,301.6,202.02,14.22,0.0
47.3,8,463.32,304.8,15.61,270.0
47.3,9,59.07,295.2,12.21,90.0
47.3,10,295.2,589.11,4.64,180.0
47.4,1,567.53,295.2,13.13,90.0
47.4,2,549.53,298.4,14.79,90.0
47.4,3,91.91,301.6,16.06,270.0
47.4,4,295.64,295.2,5.11,90.0
47.4,5,298.4,311.4,0.0,180.0
47.4,6,313.78,304.8,14.95,270.0
47.4,7,301.6,203.44,14.2,0.0
47.4,8,461.75,304.8,15.69,270.0
47.4,9,60.29,295.2,12.21,90.0
47.4,10,295.2,588.63,4.84,180.0
47.5,1,568.84,295.2,13.13,90.0
47.5,2,551.02,298.4,14.87,90.0
47.5,3,90.3,301.6,16.07,270.0
47.5,4,296.17,295.2,5.3,90.0
47.5,5,298.4,311.4,0.0,180.0
47.5,6,312.28,304.8,15.02,270.0
47.5,7,301.6,204.87,14.3,0.0
47.5,8,460.19,304.8,15.67,270.0
47.5,9,61.52,295.2,12.25,90.0
47.5,10,295.2,588.13,4.98,180.0
47.6,1,570.16,295.2,13.16,90.0
47.6,2,552.5,298.4,14.83,90.0
47.6,3,88.7,301.6,16.02,270.0
47.6,4,296.71,295.2,5.46,90.0
47.6,5,298.4,311.4,0.0,180.0
47.6,6,310.77,304.8,15.06,270.0
47.6,7,301.6,206.29,14.23,0.0
47.6,8,458.63,304.8,15.62,270.0
47.6,9,62.73,295.2,12.18,90.0
47.6,10,295.2,587.62,5.16,180.0
47.7,1,571.46,295.2,13.06,90.0
47.7,2,553.98,298.4,14.85,90.0
47.7,3,87.09,301.6,16.14,270.0
47.7,4,297.28,295.2,5.66,90.0
47.7,5,298.4,311.4,0.0,180.0
47.7,6,309.27,304.8,15.06,270.0
47.7,7,301.6,207.71,14.21,0.0
47.7,8,457.06,304.8,15.68,270.0
47.7,9,63.96,295.2,12.23,90.0
47.7,10,295.2,587.09,5.3,180.0
47.8,1,572.77,295.2,13.04,90.0
47.8,2,555.47,298.4,14.89,90.0
47.8,3,85.48,301.6,16.13,270.0
47.8,4,297.86,295.2,5.86,90.0
47.8,5,298.4,311.4,0.0,180.0
47.8,6,307.76,304.8,15.01,270.0
47.8,7,301.6,209.14,14.22,0.0
47.8,8,455.49,304.8,15.69,270.0
47.8,9,65.18,295.2,12.22,90.0
47.8,10,295.2,586.53,5.55,180.0
47.9,1,574.08,295.2,13.14,90.0
47.9,2,556.95,298.4,14.78,90.0
47.9,3,83.87,301.6,16.08,270.0
47.9,4,298.47,295.2,6.02,90.0
47.9,5,298.4,311.4,0.0,180.0
47.9,6,306.26,304.8,15.05,270.0
47.9,7,301.6,210.56,14.22,0.0
47.9,8,453.92,304.8,15.65,270.0
47.9,9,66.4,295.2,12.2,90.0
47.9,10,295.2,585.96,5.75,180.0
48.0,1,575.39,295.2,13.08,90.0
48.0,2,558.44,298.4,14.88,90.0
48.0,3,82.26,301.6,16.09,270.0
48.0,4,299.08,295.2,6.16,90.0
48.0,5,298.4,311.4,0.0,180.0
48.0,6,304.75,304.8,15.04,270.0
48.0,7,301.6,211.98,14.22,0.0
48.0,8,452.35,304.8,15.7,270.0
48.0,9,67.62,295.2,12.22,90.0
48.0,10,295.2,585.36,5.96,180.0
48.1,1,576.7,295.2,13.12,90.0
48.1,2,559.92,298.4,14.83,90.0
48.1,3,80.65,301.6,16.06,270.0
48.1,4,299.72,295.2,6.35,90.0
48.1,5,298.4,311.4,0.0,180.0
48.1,6,303.25,304.8,15.06,270.0
48.1,7,301.6,213.4,14.24,0.0
48.1,8,450.79,304.8,15.63,270.0
48.1,9,68.84,295.2,12.16,90.0
48.1,10,295.2,584.74,6.2,180.0
48.2,1,578.01,295.2,13.09,90.0
48.2,2,561.4,298.4,14.78,90.0
48.2,3,79.04,301.6,16.14,270.0
48.2,4,300.37,295.2,6.53,90.0
48.2,5,298.4,311.4,0.0,180.0
48.2,6,301.75,304.8,15.04,270.0
48.2,7,301.6,214.82,14.19,0.0
48.2,8,449.23,304.8,15.62,270.0
48.2,9,70.05,295.2,12.16,90.0
48.2,10,295.2,584.1,6.35,180.0
48.3,1,579.32,295.2,13.14,90.0
48.3,2,562.89,298.4,14.87,90.0
48.3,3,77.43,301.6,16.06,270.0
48.3,4,301.04,295.2,6.72,90.0
48.3,5,298.4,311.4,0.0,180.0
48.3,6,300.25,304.8,14.99,270.0
48.3,7,301.6,216.25,14.24,0.0
48.3,8,447.66,304.8,15.67,270.0
48.3,9,71.27,295.2,12.19,90.0
48.3,10,295.2,583.45,6.5,180.0
48.4,1,580.64,295.2,13.17,90.0
48.4,2,564.37,298.4,14.84,90.0
48.4,3,75.83,301.6,16.06,270.0
48.4,4,301.74,295.2,6.96,90.0
48.4,5,298.4,311.4,0.0,180.0
48.4,6,298.74,304.8,15.02,270.0
48.4,7,301.6,217.68,14.29,0.0
48.4,8,446.1,304.8,15.61,270.0
48.4,9,72.49,295.2,12.17,90.0
48.4,10,295.2,582.79,6.69,180.0
48.5,1,581.95,295.2,13.11,90.0
48.5,2,565.86,298.4,14.88,90.0
48.5,3,74.22,301.6,16.09,270.0
48.5,4,302.46,295.2,7.2,90.0
48.5,5,298.4,311.4,0.0,180.0
48.5,6,297.24,304.8,15.07,270.0
48.5,7,301.6,219.1,14.21,0.0
48.5,8,444.54,304.8,15.65,270.0
48.5,9,73.71,295.2,12.23,90.0
48.5,10,295.2,582.1,6.88,180.0
48.6,1,583.27,295.2,13.17,90.0
48.6,2,567.35,298.4,14.88,90.0
48.6,3,72.61,301.6,16.11,270.0
48.6,4,303.19,295.2,7.33,90.0
48.6,5,298.4,311.4,0.0,180.0
48.6,6,295.74,304.8,15.02,270.0
48.6,7,301.6,220.52,14.21,0.0
48.6,8,442.97,304.8,15.65,270.0
48.6,9,74.94,295.2,12.22,90.0
48.6,10,295.2,581.4,7.02,180.0
48.7,1,584.58,295.2,13.09,90.0
48.7,2,568.82,298.4,14.77,90.0
48.7,3,71.0,301.6,16.04,270.0
48.7,4,303.95,295.2,7.59,90.0
48.7,5,298.4,311.4,0.0,180.0
48.7,6,294.23,304.8,15.05,270.0
48.7,7,301.6,221.94,14.19,0.0
48.7,8,441.41,304.8,15.61,270.0
48.7,9,76.16,295.2,12.21,90.0
48.7,10,295.2,580.68,7.19,180.0
48.8,1,585.89,295.2,13.11,90.0
48.8,2,570.31,298.4,14.86,90.0
48.8,3,69.39,301.6,16.12,270.0
48.8,4,304.72,295.2,7.73,90.0
48.8,5,298.4,311.4,0.0,180.0
48.8,6,292.74,304.8,14.94,270.0
48.8,7,301.6,223.36,14.26,0.0
48.8,8,439.85,304.8,15.65,270.0
48.8,9,77.37,295.2,12.18,90.0
48.8,10,295.2,579.93,7.44,180.0
48.9,1,587.2,295.2,13.1,90.0
48.9,2,571.8,298.4,14.87,90.0
48.9,3,67.78,301.6,16.06,270.0
48.9,4,305.52,295.2,7.96,90.0
48.9,5,298.4,311.4,0.0,180.0
48.9,6,291.24,304.8,14.95,270.0
48.9,7,301.6,224.79,14.26,0.0
48.9,8,438.28,304.8,15.69,270.0
48.9,9,78.59,295.2,12.19,90.0
48.9,10,295.2,579.18,7.57,180.0
49.0,1,588.5,295.2,13.06,90.0
49.0,2,573.28,298.4,14.85,90.0
49.0,3,66.18,301.6,16.03,270.0
49.0,4,306.33,295.2,8.1,90.0
49.0,5,298.4,311.4,0.0,180.0
49.0,6,289.74,304.8,15.02,270.0
49.0,7,301.6,226.22,14.28,0.0
49.0,8,436.71,304.8,15.64,270.0
49.0,9,79.82,295.2,12.22,90.0
49.0,10,295.2,578.4,7.81,180.0
49.1,1,589.81,295.2,13.06,90.0
49.1,2,574.76,298.4,14.77,90.0
49.1,3,64.58,301.6,16.02,270.0
49.1,4,307.17,295.2,8.35,90.0
49.1,5,298.4,311.4,0.0,180.0
49.1,6,288.24,304.8,14.97,270.0
49.1,7,301.6,227.64,14.19,0.0
49.1,8,435.14,304.8,15.72,270.0
49.1,9,81.03,295.2,12.18,90.0
49.1,10,295.2,577.6,8.0,180.0
49.2,1,591.12,295.2,13.08,90.0
49.2,2,576.24,298.4,14.77,90.0
49.2,3,62.97,301.6,16.12,270.0
49.2,4,308.02,295.2,8.51,90.0
49.2,5,298.4,311.4,0.0,180.0
49.2,6,286.74,304.8,15.03,270.0
49.2,7,301.6,229.06,14.22,0.0
49.2,8,433.58,304.8,15.66,270.0
49.2,9,82.26,295.2,12.26,90.0
49.2,10,295.2,576.78,8.18,180.0
49.3,1,592.42,295.2,13.05,90.0
49.3,2,577.71,298.4,14.76,90.0
49.3,3,61.36,301.6,16.04,270.0
49.3,4,308.88,295.2,8.69,90.0
49.3,5,298.4,311.4,0.0,180.0
49.3,6,285.23,304.8,15.06,270.0
49.3,7,301.6,230.48,14.22,0.0
49.3,8,432.01,304.8,15.63,270.0
49.3,9,83.48,295.2,12.22,90.0
49.3,10,295.2,575.94,8.36,180.0
49.4,1,593.74,295.2,13.16,90.0
49.4,2,579.19,298.4,14.78,90.0
49.4,3,59.76,301.6,16.03,270.0
49.4,4,309.77,295.2,8.86,90.0
49.4,5,298.4,311.4,0.0,180.0
49.4,6,283.73,304.8,14.99,270.0
49.4,7,301.6,231.91,14.24,0.0
49.4,8,430.45,304.8,15.61,270.0
49.4,9,84.7,295.2,12.15,90.0
49.4,10,295.2,575.09,8.51,180.0
49.5,1,595.04,295.2,13.04,90.0
49.5,2,580.68,298.4,14.85,90.0
49.5,3,58.16,301.6,16.04,270.0
49.5,4,310.68,295.2,9.09,90.0
49.5,5,298.4,311.4,0.0,180.0
49.5,6,282.23,304.8,15.02,270.0
49.5,7,301.6,233.32,14.18,0.0
49.5,8,428.89,304.8,15.65,270.0
49.5,9,85.92,295.2,12.22,90.0
49.5,10,295.2,574.22,8.7,180.0
49.6,1,596.36,295.2,13.13,90.0
49.6,2,582.16,298.4,14.87,90.0
49.6,3,56.55,301.6,16.02,270.0
49.6,4,311.61,295.2,9.3,90.0
49.6,5,298.4,311.4,0.0,180.0
49.6,6,280.73,304.8,14.99,270.0
49.6,7,301.6,234.75,14.27,0.0
49.6,8,427.31,304.8,15.72,270.0
49.6,9,87.13,295.2,12.15,90.0
49.6,10,295.2,573.33,8.93,180.0
49.7,1,597.66,295.2,13.08,90.0
49.7,2,583.65,298.4,14.87,90.0
49.7,3,54.95,301.6,16.04,270.0
49.7,4,312.56,295.2,9.52,90.0
49.7,5,298.4,311.4,0.0,180.0
49.7,6,279.24,304.8,14.97,270.0
49.7,7,301.6,236.17,14.21,0.0
49.7,8,425.75,304.8,15.65,270.0
49.7,9,88.35,295.2,12.17,90.0
49.7,10,295.2,572.42,9.07,180.0
49.8,1,598.98,295.2,13.16,90.0
49.8,2,585.14,298.4,14.88,90.0
49.8,3,53.34,301.6,16.07,270.0
49.8,4,313.53,295.2,9.66,90.0
49.8,5,298.4,311.4,0.0,180.0
49.8,6,277.74,304.8,14.97,270.0
49.8,7,301.6,237.59,14.21,0.0
49.8,8,424.18,304.8,15.7,270.0
49.8,9,89.57,295.2,12.22,90.0
49.8,10,295.2,571.5,9.25,180.0
49.9,2,586.62,298.4,14.8,90.0
49.9,3,51.74,301.6,16.02,270.0
49.9,4,314.51,295.2,9.81,90.0
49.9,5,298.4,311.4,0.0,180.0
49.9,6,276.24,304.8,14.97,270.0
49.9,7,301.6,239.02,14.25,0.0
49.9,8,422.62,304.8,15.64,270.0
49.9,9,90.79,295.2,12.16,90.0
49.9,10,295.2,570.55,9.46,180.0
50.0,2,588.1,298.4,14.82,90.0
50.0,11,5.1,295.2,0.0,90.0
50.0,3,50.14,301.6,16.03,270.0
50.0,4,315.5,295.2,9.95,90.0
50.0,5,298.4,311.4,0.0,180.0
50.0,6,274.74,304.8,15.01,270.0
50.0,7,301.6,240.44,14.2,0.0
50.0,8,421.05,304.8,15.7,270.0
50.0,9,92.0,295.2,12.13,90.0
50.0,10,295.2,569.59,9.64,180.0
50.1,2,589.58,298.4,14.85,90.0
50.1,11,5.13,295.2,0.25,90.0
50.1,3,48.53,301.6,16.07,270.0
50.1,4,316.52,295.2,10.17,90.0
50.1,5,298.4,311.4,0.0,180.0
50.1,6,273.24,304.8,14.99,270.0
50.1,7,301.6,241.86,14.22,0.0
50.1,8,419.48,304.8,15.64,270.0
50.1,9,93.23,295.2,12.25,90.0
50.1,10,295.2,568.6,9.9,180.0
50.2,2,591.06,298.4,14.79,90.0
50.2,11,5.18,295.2,0.51,90.0
50.2,3,46.92,301.6,16.07,270.0
50.2,4,317.56,295.2,10.37,90.0
50.2,5,298.4,311.4,0.0,180.0
50.2,6,271.75,304.8,14.95,270.0
50.2,7,301.6,243.28,14.18,0.0
50.2,8,417.92,304.8,15.66,270.0
50.2,9,94.45,295.2,12.19,90.0
50.2,10,295.2,567.59,10.05,180.0
50.3,2,592.54,298.4,14.81,90.0
50.3,11,5.25,295.2,0.76,90.0
50.3,3,45.31,301.6,16.13,270.0
50.3,4,318.61,295.2,10.51,90.0
50.3,5,298.4,311.4,0.0,180.0
50.3,6,270.25,304.8,14.95,270.0
50.3,7,301.6,244.71,14.29,0.0
50.3,8,416.34,304.8,15.71,270.0
50.3,9,95.67,295.2,12.23,90.0
50.3,10,295.2,566.56,10.26,180.0
50.4,2,594.02,298.4,14.81,90.0
50.4,11,5.35,295.2,1.0,90.0
50.4,3,43.7,301.6,16.13,270.0
50.4,4,319.69,295.2,10.76,90.0
50.4,5,298.4,311.4,0.0,180.0
50.4,6,268.76,304.8,14.94,270.0
50.4,7,301.6,246.13,14.23,0.0
50.4,8,414.78,304.8,15.62,270.0
50.4,9,96.89,295.2,12.2,90.0
50.4,10,295.2,565.52,10.44,180.0
50.5,2,595.51,298.4,14.83,90.0
50.5,11,5.47,295.2,1.22,90.0
50.5,3,42.09,301.6,16.1,270.0
50.5,4,320.78,295.2,10.95,90.0
50.5,5,298.4,311.4,0.0,180.0
50.5,6,267.25,304.8,15.06,270.0
50.5,7,301.6,247.55,14.18,0.0
50.5,8,413.22,304.8,15.67,270.0
50.5,9,98.11,295.2,12.24,90.0
50.5,10,295.2,564.46,10.64,180.0
50.6,2,596.98,298.4,14.77,90.0
50.6,11,5.62,295.2,1.47,90.0
50.6,3,40.48,301.6,16.11,270.0
50.6,4,321.9,295.2,11.2,90.0
50.6,5,298.4,311.4,0.0,180.0
50.6,6,265.76,304.8,14.96,270.0
50.6,7,301.6,248.97,14.21,0.0
50.6,8,411.65,304.8,15.63,270.0
50.6,9,99.33,295.2,12.2,90.0
50.6,10,295.2,563.37,10.88,180.0
50.7,2,598.47,298.4,14.81,90.0
50.7,11,5.79,295.2,1.71,90.0
50.7,3,38.87,301.6,16.09,270.0
50.7,4,323.04,295.2,11.39,90.0
50.7,5,298.4,311.4,0.0,180.0
50.7,6,264.26,304.8,15.01,270.0
50.7,7,301.6,250.4,14.3,0.0
50.7,8,410.09,304.8,15.61,270.0
50.7,9,100.55,295.2,12.17,90.0
50.7,10,295.2,562.26,11.08,180.0
50.8,11,5.98,295.2,1.93,90.0
50.8,3,37.26,301.6,16.07,270.0
50.8,4,324.19,295.2,11.53,90.0
50.8,5,298.4,311.4,0.0,180.0
50.8,6,262.75,304.8,15.04,270.0
50.8,7,301.6,251.82,14.18,0.0
50.8,8,408.53,304.8,15.63,270.0
50.8,9,101.77,295.2,12.23,90.0
50.8,10,295.2,561.13,11.3,180.0
50.9,11,6.2,295.2,2.12,90.0
50.9,3,35.65,301.6,16.07,270.0
50.9,4,325.36,295.2,11.7,90.0
50.9,5,298.4,311.4,0.0,180.0
50.9,6,261.26,304.8,14.97,270.0
50.9,7,301.6,253.24,14.22,0.0
50.9,8,406.96,304.8,15.71,270.0
50.9,9,102.99,295.2,12.16,90.0
50.9,10,298.4,559.97,11.56,180.0
51.0,11,6.43,295.2,2.33,90.0
51.0,3,34.04,301.6,16.12,270.0
51.0,4,326.55,295.2,11.85,90.0
51.0,5,298.4,311.4,0.0,180.0
51.0,6,259.75,304.8,15.05,270.0
51.0,7,301.6,254.66,14.26,0.0
51.0,8,405.39,304.8,15.69,270.0
51.0,9,104.21,295.2,12.21,90.0
51.0,10,298.4,558.81,11.66,180.0
51.1,11,6.69,295.2,2.58,90.0
51.1,3,32.44,301.6,16.01,270.0
51.1,4,327.75,295.2,11.99,90.0
51.1,5,298.4,311.4,0.0,180.0
51.1,6,258.25,304.8,14.99,270.0
51.1,7,301.6,256.08,14.2,0.0
51.1,8,403.82,304.8,15.67,270.0
51.1,9,105.43,295.2,12.19,90.0
51.1,10,298.4,557.64,11.72,180.0
51.2,11,6.97,295.2,2.82,90.0
51.2,3,30.83,301.6,16.06,270.0
51.2,4,328.96,295.2,12.12,90.0
51.2,5,298.4,311.4,0.0,180.0
51.2,6,256.75,304.8,14.99,270.0
51.2,7,301.6,257.51,14.21,0.0
51.2,8,402.25,304.8,15.7,270.0
51.2,9,106.65,295.2,12.21,90.0
51.2,10,298.4,556.46,11.72,180.0
51.3,11,7.28,295.2,3.05,90.0
